locus_family	E. cloacae	K. pneumoniae	S. marcescens	C. rodentium	E. coli	S. enterica	num_genomes
6965	ECL_RS27810	NA	NA	NA	NA	NA	1
6966	NA	KPNIH1_RS30370	NA	NA	NA	NA	1
6967	ECL_RS21970	NA	NA	NA	NA	NA	1
6968	NA	KPNIH1_RS09100	NA	NA	NA	NA	1
6970	ECL_RS10415	NA	NA	NA	NA	NA	1
6974	NA	KPNIH1_RS12755	NA	NA	NA	NA	1
6976	NA	KPNIH1_RS12765	NA	NA	NA	NA	1
6977	NA	KPNIH1_RS12770	NA	NA	NA	NA	1
6979	NA	KPNIH1_RS12775	NA	NA	NA	NA	1
6981	NA	KPNIH1_RS12785	NA	NA	NA	NA	1
6983	ECL_RS12235	NA	NA	NA	NA	NA	1
6984	NA	KPNIH1_RS14375	NA	NA	NA	NA	1
6985	NA	NA	NA	NA	b1295	NA	1
6986	NA	NA	NA	NA	b1461	NA	1
6988	ECL_RS11515	NA	NA	NA	NA	NA	1
6989	NA	KPNIH1_RS31505	NA	NA	NA	NA	1
6990	NA	NA	NA	ROD_RS28060	NA	NA	1
6997	NA	NA	NA	NA	NA	STM14_RS14935	1
6999	ECL_RS20345	NA	NA	NA	NA	NA	1
7002	NA	KPNIH1_RS21860	NA	NA	NA	NA	1
7003	NA	KPNIH1_RS21870	NA	NA	NA	NA	1
7006	NA	KPNIH1_RS21875	NA	NA	NA	NA	1
7008	NA	KPNIH1_RS21880	NA	NA	NA	NA	1
7009	NA	KPNIH1_RS21885	NA	NA	NA	NA	1
7011	NA	KPNIH1_RS21890	NA	NA	NA	NA	1
7014	NA	KPNIH1_RS21895	NA	NA	NA	NA	1
7015	NA	KPNIH1_RS21900	NA	NA	NA	NA	1
7018	NA	KPNIH1_RS21905	NA	NA	NA	NA	1
7019	NA	KPNIH1_RS21915	NA	NA	NA	NA	1
7021	NA	KPNIH1_RS21920	NA	NA	NA	NA	1
7023	NA	KPNIH1_RS21925	NA	NA	NA	NA	1
7025	NA	KPNIH1_RS21930	NA	NA	NA	NA	1
7028	NA	KPNIH1_RS21935	NA	NA	NA	NA	1
7029	NA	KPNIH1_RS21990	NA	NA	NA	NA	1
7032	NA	KPNIH1_RS22000	NA	NA	NA	NA	1
7034	NA	KPNIH1_RS22005	NA	NA	NA	NA	1
7036	NA	KPNIH1_RS22010	NA	NA	NA	NA	1
7038	NA	KPNIH1_RS22020	NA	NA	NA	NA	1
7039	NA	KPNIH1_RS22035	NA	NA	NA	NA	1
7042	NA	KPNIH1_RS22040	NA	NA	NA	NA	1
7043	NA	KPNIH1_RS22060	NA	NA	NA	NA	1
7046	NA	KPNIH1_RS22485	NA	NA	NA	NA	1
7047	NA	NA	NA	NA	b1810	NA	1
7048	NA	NA	NA	NA	NA	STM14_RS02245	1
7049	NA	NA	NA	ROD_RS16460	NA	NA	1
7050	NA	KPNIH1_RS23010	NA	NA	NA	NA	1
7051	ECL_RS02455	NA	NA	NA	NA	NA	1
7052	ECL_RS02160	NA	NA	NA	NA	NA	1
7053	NA	NA	NA	ROD_RS16525	NA	NA	1
7054	NA	KPNIH1_RS23170	NA	NA	NA	NA	1
7055	NA	KPNIH1_RS23225	NA	NA	NA	NA	1
7056	ECL_RS02105	NA	NA	NA	NA	NA	1
7057	NA	NA	NA	ROD_RS16575	NA	NA	1
7058	NA	KPNIH1_RS23235	NA	NA	NA	NA	1
7059	ECL_RS02095	NA	NA	NA	NA	NA	1
7060	NA	NA	NA	ROD_RS16585	NA	NA	1
7061	NA	KPNIH1_RS23295	NA	NA	NA	NA	1
7062	NA	NA	NA	ROD_RS16630	NA	NA	1
7063	ECL_RS01985	NA	NA	NA	NA	NA	1
7071	ECL_RS08330	NA	NA	NA	NA	NA	1
7072	NA	KPNIH1_RS33745	NA	NA	NA	NA	1
7073	ECL_RS00505	NA	NA	NA	NA	NA	1
7075	NA	KPNIH1_RS26655	NA	NA	NA	NA	1
7076	NA	NA	NA	ROD_RS02035	NA	NA	1
7077	ECL_RS00400	NA	NA	NA	NA	NA	1
7078	ECL_RS25950	NA	NA	NA	NA	NA	1
7079	ECL_RS24385	NA	NA	NA	NA	NA	1
7080	NA	KPNIH1_RS28795	NA	NA	NA	NA	1
7081	NA	KPNIH1_RS29020	NA	NA	NA	NA	1
7082	NA	NA	NA	NA	NA	STM14_RS00310	1
7083	ECL_RS26100	NA	NA	NA	NA	NA	1
7084	NA	KPNIH1_RS28630	NA	NA	NA	NA	1
7085	NA	KPNIH1_RS29320	NA	NA	NA	NA	1
7086	NA	NA	NA	NA	NA	STM14_RS00525	1
7087	NA	KPNIH1_RS27940	NA	NA	NA	NA	1
7088	ECL_RS25855	NA	NA	NA	NA	NA	1
7089	ECL_RS24305	NA	NA	NA	NA	NA	1
7090	ECL_RS24325	NA	NA	NA	NA	NA	1
7091	NA	KPNIH1_RS27960	NA	NA	NA	NA	1
7092	ECL_RS25900	NA	NA	NA	NA	NA	1
7093	NA	KPNIH1_RS27970	NA	NA	NA	NA	1
7094	ECL_RS25910	NA	NA	NA	NA	NA	1
7095	ECL_RS24335	NA	NA	NA	NA	NA	1
7096	NA	NA	NA	ROD_RS16265	NA	NA	1
7097	ECL_RS15565	NA	NA	NA	NA	NA	1
7098	NA	KPNIH1_RS28470	NA	NA	NA	NA	1
7103	ECL_RS22215	NA	NA	NA	NA	NA	1
7104	NA	NA	NA	ROD_RS02840	NA	NA	1
7105	NA	NA	NA	NA	NA	STM14_RS03440	1
7107	NA	NA	NA	NA	NA	STM14_RS06765	1
7108	NA	NA	NA	NA	NA	STM14_RS05525	1
7109	NA	NA	NA	NA	NA	STM14_RS14375	1
7110	NA	NA	NA	NA	NA	STM14_RS14345	1
7111	NA	NA	NA	NA	NA	STM14_RS05565	1
7112	NA	NA	NA	NA	NA	STM14_RS06815	1
7113	NA	NA	NA	NA	NA	STM14_RS14305	1
7114	NA	NA	NA	NA	NA	STM14_RS05605	1
7115	NA	NA	NA	NA	NA	STM14_RS05925	1
7116	NA	NA	NA	NA	NA	STM14_RS05645	1
7117	ECL_RS08365	NA	NA	NA	NA	NA	1
7118	NA	NA	NA	NA	NA	STM14_RS05685	1
7119	NA	NA	NA	NA	NA	STM14_RS06950	1
7120	NA	NA	NA	NA	NA	STM14_RS14205	1
7121	NA	NA	NA	NA	NA	STM14_RS14175	1
7122	NA	NA	NA	NA	NA	STM14_RS06980	1
7123	NA	NA	NA	NA	NA	STM14_RS05725	1
7124	ECL_RS08245	NA	NA	NA	NA	NA	1
7125	NA	NA	NA	NA	NA	STM14_RS06840	1
7126	NA	NA	NA	NA	NA	STM14_RS14310	1
7127	NA	NA	NA	NA	NA	STM14_RS14285	1
7128	NA	NA	NA	NA	NA	STM14_RS06870	1
7129	NA	NA	NA	NA	b1178	NA	1
7130	NA	NA	NA	NA	NA	STM14_RS10225	1
7131	NA	NA	NA	NA	NA	STM14_RS24685	1
7132	NA	NA	NA	NA	NA	STM14_RS14155	1
7137	NA	NA	NA	ROD_RS28070	NA	NA	1
7138	NA	NA	NA	NA	b0974	NA	1
7139	NA	NA	NA	NA	NA	STM14_RS08540	1
7140	NA	NA	NA	NA	NA	STM14_RS09830	1
7143	NA	NA	NA	NA	b4517	NA	1
7144	NA	NA	NA	NA	NA	STM14_RS09935	1
7145	NA	NA	NA	NA	b1550	NA	1
7147	NA	NA	NA	NA	NA	STM14_RS10250	1
7148	NA	NA	NA	NA	b1553	NA	1
7149	NA	NA	NA	ROD_RS12900	NA	NA	1
7150	NA	NA	NA	NA	b1147	NA	1
7151	NA	NA	NA	ROD_RS12955	NA	NA	1
7152	NA	NA	NA	NA	NA	STM14_RS11110	1
7170	NA	NA	NA	NA	b1667	NA	1
7171	NA	NA	NA	NA	NA	STM14_RS18370	1
7172	NA	NA	NA	ROD_RS06960	NA	NA	1
7174	NA	NA	NA	ROD_RS18360	NA	NA	1
7180	NA	NA	NA	NA	NA	STM14_RS20170	1
7189	NA	NA	NA	NA	NA	STM14_RS00480	1
7190	ECL_RS17695	NA	NA	NA	NA	NA	1
7191	ECL_RS02480	NA	NA	NA	NA	NA	1
7192	ECL_RS15680	NA	NA	NA	NA	NA	1
7193	ECL_RS06610	NA	NA	NA	NA	NA	1
7194	ECL_RS27775	NA	NA	NA	NA	NA	1
7200	ECL_RS27780	NA	NA	NA	NA	NA	1
7201	NA	NA	NA	NA	b4528	NA	1
7202	NA	NA	NA	NA	b4510	NA	1
7203	ECL_RS18475	NA	NA	NA	NA	NA	1
7204	NA	NA	NA	ROD_RS07700	NA	NA	1
7205	NA	NA	NA	NA	b1490	NA	1
7206	ECL_RS25965	NA	NA	NA	NA	NA	1
7207	ECL_RS26780	NA	NA	NA	NA	NA	1
7208	ECL_RS19015	NA	NA	NA	NA	NA	1
7209	ECL_RS25970	NA	NA	NA	NA	NA	1
7210	ECL_RS26775	NA	NA	NA	NA	NA	1
7211	ECL_RS19020	NA	NA	NA	NA	NA	1
7213	NA	NA	NA	NA	b0016	NA	1
7214	NA	NA	NA	NA	b2394	NA	1
7215	NA	NA	NA	NA	b0582	NA	1
7216	NA	NA	NA	NA	b4284	NA	1
7217	NA	NA	NA	NA	b1404	NA	1
7218	NA	NA	NA	NA	b0256	NA	1
7219	NA	NA	NA	ROD_RS01100	NA	NA	1
7220	NA	NA	NA	ROD_RS07840	NA	NA	1
7221	NA	NA	NA	ROD_RS01960	NA	NA	1
7222	NA	NA	NA	ROD_RS06050	NA	NA	1
7223	NA	NA	NA	ROD_RS15630	NA	NA	1
7224	NA	NA	NA	ROD_RS08210	NA	NA	1
7225	NA	NA	NA	ROD_RS27625	NA	NA	1
7226	NA	NA	NA	ROD_RS27785	NA	NA	1
7227	NA	NA	NA	ROD_RS13050	NA	NA	1
7228	NA	NA	SMDB11_RS01435	NA	NA	NA	1
7229	NA	NA	SMDB11_RS04315	NA	NA	NA	1
7230	ECL_RS08730	NA	NA	NA	NA	NA	1
7232	NA	NA	SMDB11_RS08770	NA	NA	NA	1
7233	NA	KPNIH1_RS21435	NA	NA	NA	NA	1
7235	NA	KPNIH1_RS21865	NA	NA	NA	NA	1
7237	NA	NA	SMDB11_RS17595	NA	NA	NA	1
7242	NA	KPNIH1_RS03210	NA	NA	NA	NA	1
7244	NA	KPNIH1_RS05055	NA	NA	NA	NA	1
7245	NA	KPNIH1_RS19165	NA	NA	NA	NA	1
7246	NA	NA	NA	NA	b0338	NA	1
7247	NA	NA	SMDB11_RS04040	NA	NA	NA	1
7249	NA	NA	SMDB11_RS13050	NA	NA	NA	1
7250	ECL_RS10175	NA	NA	NA	NA	NA	1
7251	NA	NA	SMDB11_RS15305	NA	NA	NA	1
7252	NA	KPNIH1_RS16700	NA	NA	NA	NA	1
7253	ECL_RS10310	NA	NA	NA	NA	NA	1
7254	NA	KPNIH1_RS14010	NA	NA	NA	NA	1
7255	NA	KPNIH1_RS18580	NA	NA	NA	NA	1
7257	NA	KPNIH1_RS12745	NA	NA	NA	NA	1
7262	ECL_RS19845	NA	NA	NA	NA	NA	1
7263	NA	NA	SMDB11_RS12285	NA	NA	NA	1
7264	NA	KPNIH1_RS14270	NA	NA	NA	NA	1
7266	NA	NA	NA	ROD_RS18365	NA	NA	1
7269	NA	NA	NA	NA	b1201	NA	1
7273	NA	KPNIH1_RS06915	NA	NA	NA	NA	1
7274	ECL_RS09510	NA	NA	NA	NA	NA	1
7275	NA	NA	SMDB11_RS17260	NA	NA	NA	1
7276	NA	NA	SMDB11_RS04205	NA	NA	NA	1
7278	NA	KPNIH1_RS14340	NA	NA	NA	NA	1
7279	ECL_RS10085	NA	NA	NA	NA	NA	1
7280	NA	NA	NA	ROD_RS06955	NA	NA	1
7286	NA	KPNIH1_RS21950	NA	NA	NA	NA	1
7287	NA	NA	SMDB11_RS03890	NA	NA	NA	1
7290	NA	NA	NA	NA	NA	STM14_RS16695	1
7291	NA	NA	SMDB11_RS23420	NA	NA	NA	1
7292	NA	KPNIH1_RS07055	NA	NA	NA	NA	1
7294	NA	KPNIH1_RS05170	NA	NA	NA	NA	1
7296	NA	NA	SMDB11_RS13255	NA	NA	NA	1
7299	NA	KPNIH1_RS10260	NA	NA	NA	NA	1
7300	ECL_RS16390	NA	NA	NA	NA	NA	1
7301	NA	NA	SMDB11_RS00985	NA	NA	NA	1
7304	NA	KPNIH1_RS05165	NA	NA	NA	NA	1
7308	NA	NA	NA	NA	NA	STM14_RS19970	1
7309	NA	NA	NA	ROD_RS15565	NA	NA	1
7310	ECL_RS01905	NA	NA	NA	NA	NA	1
7311	NA	NA	NA	ROD_RS17325	NA	NA	1
7312	NA	KPNIH1_RS13935	NA	NA	NA	NA	1
7313	ECL_RS13025	NA	NA	NA	NA	NA	1
7318	NA	NA	SMDB11_RS10505	NA	NA	NA	1
7319	NA	KPNIH1_RS15310	NA	NA	NA	NA	1
7322	NA	NA	NA	NA	b4280	NA	1
7323	NA	NA	NA	NA	NA	STM14_RS06155	1
7326	NA	NA	SMDB11_RS10500	NA	NA	NA	1
7327	NA	KPNIH1_RS15315	NA	NA	NA	NA	1
7331	NA	KPNIH1_RS13255	NA	NA	NA	NA	1
7332	ECL_RS09730	NA	NA	NA	NA	NA	1
7333	NA	NA	SMDB11_RS08430	NA	NA	NA	1
7334	NA	KPNIH1_RS15945	NA	NA	NA	NA	1
7337	NA	NA	NA	ROD_RS11505	NA	NA	1
7338	NA	NA	NA	ROD_RS12750	NA	NA	1
7339	NA	NA	SMDB11_RS14260	NA	NA	NA	1
7340	NA	NA	SMDB11_RS12500	NA	NA	NA	1
7343	NA	KPNIH1_RS13795	NA	NA	NA	NA	1
7344	ECL_RS09665	NA	NA	NA	NA	NA	1
7345	NA	NA	SMDB11_RS14410	NA	NA	NA	1
7346	ECL_RS20885	NA	NA	NA	NA	NA	1
7347	NA	KPNIH1_RS04500	NA	NA	NA	NA	1
7348	NA	KPNIH1_RS30010	NA	NA	NA	NA	1
7349	ECL_RS10220	NA	NA	NA	NA	NA	1
7350	NA	NA	NA	ROD_RS23750	NA	NA	1
7351	NA	KPNIH1_RS12370	NA	NA	NA	NA	1
7352	ECL_RS10270	NA	NA	NA	NA	NA	1
7353	ECL_RS01885	NA	NA	NA	NA	NA	1
7354	NA	NA	NA	ROD_RS17305	NA	NA	1
7355	NA	NA	SMDB11_RS04325	NA	NA	NA	1
7356	ECL_RS08740	NA	NA	NA	NA	NA	1
7357	NA	NA	NA	ROD_RS07705	NA	NA	1
7358	NA	NA	NA	NA	b1489	NA	1
7359	NA	NA	SMDB11_RS08425	NA	NA	NA	1
7360	NA	KPNIH1_RS15950	NA	NA	NA	NA	1
7361	NA	NA	NA	ROD_RS17295	NA	NA	1
7362	ECL_RS01875	NA	NA	NA	NA	NA	1
7364	ECL_RS08685	NA	NA	NA	NA	NA	1
7365	NA	KPNIH1_RS15525	NA	NA	NA	NA	1
7366	NA	NA	SMDB11_RS20960	NA	NA	NA	1
7367	ECL_RS11000	NA	NA	NA	NA	NA	1
7368	NA	KPNIH1_RS15800	NA	NA	NA	NA	1
7369	NA	NA	NA	NA	b0349	NA	1
7370	NA	NA	SMDB11_RS07980	NA	NA	NA	1
7371	ECL_RS00205	NA	NA	NA	NA	NA	1
7372	NA	KPNIH1_RS12680	NA	NA	NA	NA	1
7373	NA	NA	NA	ROD_RS08265	NA	NA	1
7376	NA	NA	SMDB11_RS08110	NA	NA	NA	1
7377	ECL_RS09790	NA	NA	NA	NA	NA	1
7378	NA	NA	SMDB11_RS13065	NA	NA	NA	1
7379	NA	NA	NA	NA	NA	STM14_RS07780	1
7383	NA	NA	NA	NA	b4289	NA	1
7384	NA	KPNIH1_RS27450	NA	NA	NA	NA	1
7385	NA	NA	NA	NA	b4288	NA	1
7386	NA	KPNIH1_RS27445	NA	NA	NA	NA	1
7387	NA	NA	NA	NA	NA	STM14_RS19990	1
7388	NA	NA	NA	ROD_RS15545	NA	NA	1
7392	NA	NA	NA	NA	b0346	NA	1
7393	NA	KPNIH1_RS15815	NA	NA	NA	NA	1
7395	ECL_RS03260	NA	NA	NA	NA	NA	1
7396	NA	NA	NA	NA	b0272	NA	1
7398	NA	KPNIH1_RS13695	NA	NA	NA	NA	1
7399	NA	NA	NA	NA	NA	STM14_RS13205	1
7400	NA	KPNIH1_RS15630	NA	NA	NA	NA	1
7401	NA	NA	SMDB11_RS16660	NA	NA	NA	1
7402	ECL_RS15650	NA	NA	NA	NA	NA	1
7403	NA	NA	SMDB11_RS08805	NA	NA	NA	1
7406	ECL_RS03695	NA	NA	NA	NA	NA	1
7407	NA	NA	SMDB11_RS21050	NA	NA	NA	1
7409	NA	KPNIH1_RS13940	NA	NA	NA	NA	1
7410	ECL_RS13030	NA	NA	NA	NA	NA	1
7412	NA	KPNIH1_RS26605	NA	NA	NA	NA	1
7413	NA	NA	SMDB11_RS06365	NA	NA	NA	1
7415	ECL_RS20505	NA	NA	NA	NA	NA	1
7416	NA	NA	SMDB11_RS04750	NA	NA	NA	1
7417	NA	NA	SMDB11_RS12155	NA	NA	NA	1
7418	NA	KPNIH1_RS11565	NA	NA	NA	NA	1
7419	NA	KPNIH1_RS07080	NA	NA	NA	NA	1
7420	ECL_RS15630	NA	NA	NA	NA	NA	1
7421	NA	KPNIH1_RS11035	NA	NA	NA	NA	1
7422	NA	NA	NA	NA	b0805	NA	1
7424	ECL_RS16785	NA	NA	NA	NA	NA	1
7425	NA	NA	NA	ROD_RS14470	NA	NA	1
7426	NA	NA	NA	ROD_RS14505	NA	NA	1
7427	NA	NA	NA	NA	NA	STM14_RS02325	1
7431	NA	NA	NA	NA	NA	STM14_RS08655	1
7432	NA	NA	SMDB11_RS18905	NA	NA	NA	1
7433	NA	KPNIH1_RS12155	NA	NA	NA	NA	1
7434	NA	NA	SMDB11_RS18355	NA	NA	NA	1
7435	NA	NA	SMDB11_RS14415	NA	NA	NA	1
7436	ECL_RS20880	NA	NA	NA	NA	NA	1
7442	NA	NA	NA	NA	NA	STM14_RS03425	1
7443	NA	NA	NA	NA	b0304	NA	1
7446	NA	KPNIH1_RS26700	NA	NA	NA	NA	1
7447	NA	NA	SMDB11_RS08630	NA	NA	NA	1
7450	NA	KPNIH1_RS07440	NA	NA	NA	NA	1
7451	NA	NA	SMDB11_RS09465	NA	NA	NA	1
7453	NA	KPNIH1_RS15550	NA	NA	NA	NA	1
7454	ECL_RS09735	NA	NA	NA	NA	NA	1
7458	NA	NA	NA	NA	NA	STM14_RS12575	1
7459	NA	NA	NA	NA	NA	STM14_RS20240	1
7460	NA	KPNIH1_RS06760	NA	NA	NA	NA	1
7461	ECL_RS06635	NA	NA	NA	NA	NA	1
7462	NA	NA	SMDB11_RS05410	NA	NA	NA	1
7463	NA	NA	NA	ROD_RS12605	NA	NA	1
7464	NA	NA	NA	NA	b4302	NA	1
7465	NA	NA	NA	NA	NA	STM14_RS08955	1
7466	NA	NA	NA	NA	NA	STM14_RS13215	1
7467	NA	KPNIH1_RS13700	NA	NA	NA	NA	1
7471	NA	KPNIH1_RS27610	NA	NA	NA	NA	1
7472	NA	KPNIH1_RS11375	NA	NA	NA	NA	1
7474	NA	NA	NA	ROD_RS17345	NA	NA	1
7475	ECL_RS01920	NA	NA	NA	NA	NA	1
7477	NA	KPNIH1_RS14345	NA	NA	NA	NA	1
7478	ECL_RS10080	NA	NA	NA	NA	NA	1
7479	NA	NA	NA	NA	b0347	NA	1
7480	NA	KPNIH1_RS15810	NA	NA	NA	NA	1
7482	NA	NA	NA	ROD_RS17310	NA	NA	1
7483	ECL_RS01890	NA	NA	NA	NA	NA	1
7484	NA	NA	SMDB11_RS19680	NA	NA	NA	1
7485	ECL_RS08640	NA	NA	NA	NA	NA	1
7487	NA	NA	NA	ROD_RS04570	NA	NA	1
7488	NA	NA	NA	NA	b1156	NA	1
7489	NA	KPNIH1_RS06125	NA	NA	NA	NA	1
7490	ECL_RS12980	NA	NA	NA	NA	NA	1
7491	NA	NA	NA	ROD_RS15570	NA	NA	1
7492	NA	NA	NA	NA	NA	STM14_RS19965	1
7493	NA	NA	NA	NA	NA	STM14_RS07930	1
7494	NA	NA	NA	ROD_RS14745	NA	NA	1
7495	NA	NA	NA	ROD_RS16840	NA	NA	1
7496	NA	NA	NA	NA	NA	STM14_RS16720	1
7497	NA	NA	NA	NA	b3722	NA	1
7498	NA	NA	SMDB11_RS21030	NA	NA	NA	1
7499	NA	KPNIH1_RS24785	NA	NA	NA	NA	1
7500	ECL_RS08315	NA	NA	NA	NA	NA	1
7503	NA	NA	SMDB11_RS11920	NA	NA	NA	1
7504	NA	KPNIH1_RS21710	NA	NA	NA	NA	1
7505	NA	NA	SMDB11_RS06370	NA	NA	NA	1
7506	NA	KPNIH1_RS26600	NA	NA	NA	NA	1
7508	NA	NA	NA	NA	b1545	NA	1
7509	NA	NA	NA	NA	b1374	NA	1
7510	NA	KPNIH1_RS28805	NA	NA	NA	NA	1
7511	NA	NA	NA	ROD_RS25215	NA	NA	1
7512	NA	NA	SMDB11_RS06885	NA	NA	NA	1
7513	NA	NA	NA	NA	NA	STM14_RS02750	1
7514	NA	KPNIH1_RS27455	NA	NA	NA	NA	1
7515	NA	NA	NA	NA	b4290	NA	1
7516	NA	KPNIH1_RS15705	NA	NA	NA	NA	1
7517	ECL_RS21705	NA	NA	NA	NA	NA	1
7518	NA	NA	SMDB11_RS07000	NA	NA	NA	1
7519	NA	KPNIH1_RS06970	NA	NA	NA	NA	1
7520	NA	NA	SMDB11_RS23265	NA	NA	NA	1
7521	NA	KPNIH1_RS15460	NA	NA	NA	NA	1
7522	NA	NA	NA	NA	NA	STM14_RS23175	1
7523	NA	NA	SMDB11_RS19390	NA	NA	NA	1
7527	NA	KPNIH1_RS06145	NA	NA	NA	NA	1
7528	ECL_RS12960	NA	NA	NA	NA	NA	1
7529	NA	KPNIH1_RS15490	NA	NA	NA	NA	1
7530	ECL_RS15395	NA	NA	NA	NA	NA	1
7531	NA	KPNIH1_RS11570	NA	NA	NA	NA	1
7532	NA	NA	NA	NA	NA	STM14_RS09265	1
7533	ECL_RS11235	NA	NA	NA	NA	NA	1
7534	NA	KPNIH1_RS14290	NA	NA	NA	NA	1
7540	NA	NA	NA	ROD_RS16755	NA	NA	1
7541	NA	NA	NA	NA	b2872	NA	1
7542	NA	NA	NA	NA	b2870	NA	1
7543	NA	NA	NA	ROD_RS16765	NA	NA	1
7545	ECL_RS12985	NA	NA	NA	NA	NA	1
7546	NA	KPNIH1_RS06120	NA	NA	NA	NA	1
7547	NA	KPNIH1_RS18250	NA	NA	NA	NA	1
7548	ECL_RS16955	NA	NA	NA	NA	NA	1
7549	ECL_RS20910	NA	NA	NA	NA	NA	1
7550	NA	KPNIH1_RS24265	NA	NA	NA	NA	1
7551	NA	NA	NA	ROD_RS09005	NA	NA	1
7552	ECL_RS11675	NA	NA	NA	NA	NA	1
7555	NA	KPNIH1_RS07610	NA	NA	NA	NA	1
7556	NA	NA	SMDB11_RS08780	NA	NA	NA	1
7562	NA	NA	SMDB11_RS21085	NA	NA	NA	1
7563	ECL_RS13690	NA	NA	NA	NA	NA	1
7566	NA	NA	NA	NA	NA	STM14_RS08960	1
7567	NA	NA	NA	NA	b4301	NA	1
7569	NA	KPNIH1_RS01320	NA	NA	NA	NA	1
7570	NA	NA	NA	NA	NA	STM14_RS20375	1
7572	NA	KPNIH1_RS21720	NA	NA	NA	NA	1
7573	NA	NA	SMDB11_RS11930	NA	NA	NA	1
7574	NA	KPNIH1_RS15780	NA	NA	NA	NA	1
7575	NA	NA	NA	NA	b0353	NA	1
7578	NA	NA	NA	NA	NA	STM14_RS13625	1
7579	NA	NA	NA	NA	b2430	NA	1
7580	NA	NA	SMDB11_RS07605	NA	NA	NA	1
7581	ECL_RS12990	NA	NA	NA	NA	NA	1
7582	NA	KPNIH1_RS06115	NA	NA	NA	NA	1
7583	NA	KPNIH1_RS10510	NA	NA	NA	NA	1
7584	ECL_RS09560	NA	NA	NA	NA	NA	1
7585	NA	NA	SMDB11_RS14540	NA	NA	NA	1
7586	NA	NA	SMDB11_RS22575	NA	NA	NA	1
7587	NA	NA	NA	ROD_RS12280	NA	NA	1
7588	NA	NA	SMDB11_RS19580	NA	NA	NA	1
7590	NA	NA	SMDB11_RS04450	NA	NA	NA	1
7591	NA	KPNIH1_RS20805	NA	NA	NA	NA	1
7593	ECL_RS09565	NA	NA	NA	NA	NA	1
7594	NA	KPNIH1_RS10515	NA	NA	NA	NA	1
7595	ECL_RS24285	NA	NA	NA	NA	NA	1
7596	NA	KPNIH1_RS27920	NA	NA	NA	NA	1
7597	NA	NA	NA	ROD_RS24785	NA	NA	1
7598	NA	NA	NA	NA	NA	STM14_RS05965	1
7601	NA	KPNIH1_RS12070	NA	NA	NA	NA	1
7602	NA	NA	NA	NA	NA	STM14_RS09255	1
7604	NA	NA	SMDB11_RS14235	NA	NA	NA	1
7605	NA	NA	NA	ROD_RS01895	NA	NA	1
7606	NA	KPNIH1_RS03165	NA	NA	NA	NA	1
7607	ECL_RS03505	NA	NA	NA	NA	NA	1
7609	NA	NA	NA	ROD_RS14815	NA	NA	1
7610	NA	NA	NA	NA	NA	STM14_RS07950	1
7614	NA	NA	NA	ROD_RS24485	NA	NA	1
7615	ECL_RS18405	NA	NA	NA	NA	NA	1
7617	ECL_RS05075	NA	NA	NA	NA	NA	1
7619	NA	KPNIH1_RS22550	NA	NA	NA	NA	1
7620	ECL_RS09620	NA	NA	NA	NA	NA	1
7621	ECL_RS00030	NA	NA	NA	NA	NA	1
7622	NA	NA	SMDB11_RS17290	NA	NA	NA	1
7623	NA	KPNIH1_RS10815	NA	NA	NA	NA	1
7624	NA	NA	SMDB11_RS11525	NA	NA	NA	1
7625	ECL_RS16055	NA	NA	NA	NA	NA	1
7626	NA	KPNIH1_RS12715	NA	NA	NA	NA	1
7627	NA	KPNIH1_RS03085	NA	NA	NA	NA	1
7628	ECL_RS10340	NA	NA	NA	NA	NA	1
7632	NA	NA	NA	ROD_RS09805	NA	NA	1
7633	NA	NA	NA	ROD_RS01375	NA	NA	1
7634	NA	NA	SMDB11_RS08365	NA	NA	NA	1
7635	ECL_RS02380	NA	NA	NA	NA	NA	1
7636	ECL_RS19770	NA	NA	NA	NA	NA	1
7637	NA	KPNIH1_RS26475	NA	NA	NA	NA	1
7639	NA	NA	SMDB11_RS02155	NA	NA	NA	1
7640	ECL_RS00285	NA	NA	NA	NA	NA	1
7642	NA	NA	SMDB11_RS03865	NA	NA	NA	1
7644	NA	NA	SMDB11_RS13620	NA	NA	NA	1
7645	ECL_RS09990	NA	NA	NA	NA	NA	1
7646	NA	KPNIH1_RS27765	NA	NA	NA	NA	1
7647	ECL_RS18385	NA	NA	NA	NA	NA	1
7648	NA	KPNIH1_RS13380	NA	NA	NA	NA	1
7649	ECL_RS13090	NA	NA	NA	NA	NA	1
7650	NA	NA	SMDB11_RS08925	NA	NA	NA	1
7651	NA	KPNIH1_RS12500	NA	NA	NA	NA	1
7652	NA	KPNIH1_RS14940	NA	NA	NA	NA	1
7653	ECL_RS10120	NA	NA	NA	NA	NA	1
7655	NA	KPNIH1_RS14715	NA	NA	NA	NA	1
7656	NA	NA	NA	NA	b3922	NA	1
7658	NA	NA	NA	ROD_RS15575	NA	NA	1
7659	NA	NA	NA	NA	NA	STM14_RS19960	1
7661	ECL_RS24255	NA	NA	NA	NA	NA	1
7662	ECL_RS26675	NA	NA	NA	NA	NA	1
7663	ECL_RS10660	NA	NA	NA	NA	NA	1
7664	NA	KPNIH1_RS13970	NA	NA	NA	NA	1
7665	NA	NA	NA	ROD_RS08270	NA	NA	1
7666	NA	KPNIH1_RS12675	NA	NA	NA	NA	1
7667	ECL_RS21630	NA	NA	NA	NA	NA	1
7668	NA	NA	NA	NA	b1363	NA	1
